1;G_0;(0.0, 0.06);(0.06, 0.06);(0.0, 0.0);(0.06, 0.0);-1
1;G_1;(0.0, 0.12);(0.06, 0.12);(0.0, 0.06);(0.06, 0.06);-1
1;G_2;(0.0, 0.19);(0.06, 0.19);(0.0, 0.12);(0.06, 0.12);-1
1;G_3;(0.0, 0.25);(0.06, 0.25);(0.0, 0.19);(0.06, 0.19);-1
1;G_4;(0.0, 0.31);(0.06, 0.31);(0.0, 0.25);(0.06, 0.25);-1
1;G_5;(0.0, 0.38);(0.06, 0.38);(0.0, 0.31);(0.06, 0.31);-1
1;G_6;(0.0, 0.44);(0.06, 0.44);(0.0, 0.38);(0.06, 0.38);-1
1;G_7;(0.0, 0.5);(0.06, 0.5);(0.0, 0.44);(0.06, 0.44);-1
1;G_8;(0.0, 0.56);(0.06, 0.56);(0.0, 0.5);(0.06, 0.5);-1
1;G_9;(0.0, 0.62);(0.06, 0.62);(0.0, 0.56);(0.06, 0.56);-1
1;G_10;(0.0, 0.69);(0.06, 0.69);(0.0, 0.62);(0.06, 0.62);-1
1;G_11;(0.0, 0.75);(0.06, 0.75);(0.0, 0.69);(0.06, 0.69);-1
1;G_12;(0.0, 0.81);(0.06, 0.81);(0.0, 0.75);(0.06, 0.75);-1
1;G_13;(0.0, 0.88);(0.06, 0.88);(0.0, 0.81);(0.06, 0.81);-1
1;G_14;(0.0, 0.94);(0.06, 0.94);(0.0, 0.88);(0.06, 0.88);-1
1;G_15;(0.0, 1.0);(0.06, 1.0);(0.0, 0.94);(0.06, 0.94);-1
1;G_16;(0.06, 0.06);(0.12, 0.06);(0.06, 0.0);(0.12, 0.0);-1
1;G_17;(0.06, 0.12);(0.12, 0.12);(0.06, 0.06);(0.12, 0.06);-1
1;G_18;(0.06, 0.19);(0.12, 0.19);(0.06, 0.12);(0.12, 0.12);-1
1;G_19;(0.06, 0.25);(0.12, 0.25);(0.06, 0.19);(0.12, 0.19);-1
1;G_20;(0.06, 0.31);(0.12, 0.31);(0.06, 0.25);(0.12, 0.25);-1
1;G_21;(0.06, 0.38);(0.12, 0.38);(0.06, 0.31);(0.12, 0.31);-1
1;G_22;(0.06, 0.44);(0.12, 0.44);(0.06, 0.38);(0.12, 0.38);-1
1;G_23;(0.06, 0.5);(0.12, 0.5);(0.06, 0.44);(0.12, 0.44);-1
1;G_24;(0.06, 0.56);(0.12, 0.56);(0.06, 0.5);(0.12, 0.5);-1
1;G_25;(0.06, 0.62);(0.12, 0.62);(0.06, 0.56);(0.12, 0.56);-1
1;G_26;(0.06, 0.69);(0.12, 0.69);(0.06, 0.62);(0.12, 0.62);-1
1;G_27;(0.06, 0.75);(0.12, 0.75);(0.06, 0.69);(0.12, 0.69);-1
1;G_28;(0.06, 0.81);(0.12, 0.81);(0.06, 0.75);(0.12, 0.75);-1
1;G_29;(0.06, 0.88);(0.12, 0.88);(0.06, 0.81);(0.12, 0.81);-1
1;G_30;(0.06, 0.94);(0.12, 0.94);(0.06, 0.88);(0.12, 0.88);-1
1;G_31;(0.06, 1.0);(0.12, 1.0);(0.06, 0.94);(0.12, 0.94);-1
1;G_32;(0.12, 0.06);(0.19, 0.06);(0.12, 0.0);(0.19, 0.0);-1
1;G_33;(0.12, 0.12);(0.19, 0.12);(0.12, 0.06);(0.19, 0.06);-1
1;G_34;(0.12, 0.19);(0.19, 0.19);(0.12, 0.12);(0.19, 0.12);-1
1;G_35;(0.12, 0.25);(0.19, 0.25);(0.12, 0.19);(0.19, 0.19);-1
1;G_36;(0.12, 0.31);(0.19, 0.31);(0.12, 0.25);(0.19, 0.25);-1
1;G_37;(0.12, 0.38);(0.19, 0.38);(0.12, 0.31);(0.19, 0.31);-1
1;G_38;(0.12, 0.44);(0.19, 0.44);(0.12, 0.38);(0.19, 0.38);-1
1;G_39;(0.12, 0.5);(0.19, 0.5);(0.12, 0.44);(0.19, 0.44);-1
1;G_40;(0.12, 0.56);(0.19, 0.56);(0.12, 0.5);(0.19, 0.5);-1
1;G_41;(0.12, 0.62);(0.19, 0.62);(0.12, 0.56);(0.19, 0.56);-1
1;G_42;(0.12, 0.69);(0.19, 0.69);(0.12, 0.62);(0.19, 0.62);-1
1;G_43;(0.12, 0.75);(0.19, 0.75);(0.12, 0.69);(0.19, 0.69);-1
1;G_44;(0.12, 0.81);(0.19, 0.81);(0.12, 0.75);(0.19, 0.75);-1
1;G_45;(0.12, 0.88);(0.19, 0.88);(0.12, 0.81);(0.19, 0.81);-1
1;G_46;(0.12, 0.94);(0.19, 0.94);(0.12, 0.88);(0.19, 0.88);-1
1;G_47;(0.12, 1.0);(0.19, 1.0);(0.12, 0.94);(0.19, 0.94);-1
1;G_48;(0.19, 0.06);(0.25, 0.06);(0.19, 0.0);(0.25, 0.0);-1
1;G_49;(0.19, 0.12);(0.25, 0.12);(0.19, 0.06);(0.25, 0.06);-1
1;G_50;(0.19, 0.19);(0.25, 0.19);(0.19, 0.12);(0.25, 0.12);-1
1;G_51;(0.19, 0.25);(0.25, 0.25);(0.19, 0.19);(0.25, 0.19);-1
1;G_52;(0.19, 0.31);(0.25, 0.31);(0.19, 0.25);(0.25, 0.25);-1
1;G_53;(0.19, 0.38);(0.25, 0.38);(0.19, 0.31);(0.25, 0.31);-1
1;G_54;(0.19, 0.44);(0.25, 0.44);(0.19, 0.38);(0.25, 0.38);-1
1;G_55;(0.19, 0.5);(0.25, 0.5);(0.19, 0.44);(0.25, 0.44);-1
1;G_56;(0.19, 0.56);(0.25, 0.56);(0.19, 0.5);(0.25, 0.5);-1
1;G_57;(0.19, 0.62);(0.25, 0.62);(0.19, 0.56);(0.25, 0.56);-1
1;G_58;(0.19, 0.69);(0.25, 0.69);(0.19, 0.62);(0.25, 0.62);-1
1;G_59;(0.19, 0.75);(0.25, 0.75);(0.19, 0.69);(0.25, 0.69);-1
1;G_60;(0.19, 0.81);(0.25, 0.81);(0.19, 0.75);(0.25, 0.75);-1
1;G_61;(0.19, 0.88);(0.25, 0.88);(0.19, 0.81);(0.25, 0.81);-1
1;G_62;(0.19, 0.94);(0.25, 0.94);(0.19, 0.88);(0.25, 0.88);-1
1;G_63;(0.19, 1.0);(0.25, 1.0);(0.19, 0.94);(0.25, 0.94);-1
1;G_64;(0.25, 0.06);(0.31, 0.06);(0.25, 0.0);(0.31, 0.0);-1
1;G_65;(0.25, 0.12);(0.31, 0.12);(0.25, 0.06);(0.31, 0.06);-1
1;G_66;(0.25, 0.19);(0.31, 0.19);(0.25, 0.12);(0.31, 0.12);-1
1;G_67;(0.25, 0.25);(0.31, 0.25);(0.25, 0.19);(0.31, 0.19);-1
1;G_68;(0.25, 0.31);(0.31, 0.31);(0.25, 0.25);(0.31, 0.25);-1
1;G_69;(0.25, 0.38);(0.31, 0.38);(0.25, 0.31);(0.31, 0.31);-1
1;G_70;(0.25, 0.44);(0.31, 0.44);(0.25, 0.38);(0.31, 0.38);-1
1;G_71;(0.25, 0.5);(0.31, 0.5);(0.25, 0.44);(0.31, 0.44);-1
1;G_72;(0.25, 0.56);(0.31, 0.56);(0.25, 0.5);(0.31, 0.5);-1
1;G_73;(0.25, 0.62);(0.31, 0.62);(0.25, 0.56);(0.31, 0.56);-1
1;G_74;(0.25, 0.69);(0.31, 0.69);(0.25, 0.62);(0.31, 0.62);-1
1;G_75;(0.25, 0.75);(0.31, 0.75);(0.25, 0.69);(0.31, 0.69);-1
1;G_76;(0.25, 0.81);(0.31, 0.81);(0.25, 0.75);(0.31, 0.75);-1
1;G_77;(0.25, 0.88);(0.31, 0.88);(0.25, 0.81);(0.31, 0.81);-1
1;G_78;(0.25, 0.94);(0.31, 0.94);(0.25, 0.88);(0.31, 0.88);-1
1;G_79;(0.25, 1.0);(0.31, 1.0);(0.25, 0.94);(0.31, 0.94);-1
1;G_80;(0.31, 0.06);(0.38, 0.06);(0.31, 0.0);(0.38, 0.0);-1
1;G_81;(0.31, 0.12);(0.38, 0.12);(0.31, 0.06);(0.38, 0.06);-1
1;G_82;(0.31, 0.19);(0.38, 0.19);(0.31, 0.12);(0.38, 0.12);-1
1;G_83;(0.31, 0.25);(0.38, 0.25);(0.31, 0.19);(0.38, 0.19);-1
1;G_84;(0.31, 0.31);(0.38, 0.31);(0.31, 0.25);(0.38, 0.25);-1
1;G_85;(0.31, 0.38);(0.38, 0.38);(0.31, 0.31);(0.38, 0.31);-1
1;G_86;(0.31, 0.44);(0.38, 0.44);(0.31, 0.38);(0.38, 0.38);-1
1;G_87;(0.31, 0.5);(0.38, 0.5);(0.31, 0.44);(0.38, 0.44);-1
1;G_88;(0.31, 0.56);(0.38, 0.56);(0.31, 0.5);(0.38, 0.5);-1
1;G_89;(0.38, 0.06);(0.44, 0.06);(0.38, 0.0);(0.44, 0.0);-1
1;G_90;(0.38, 0.12);(0.44, 0.12);(0.38, 0.06);(0.44, 0.06);-1
1;G_91;(0.38, 0.19);(0.44, 0.19);(0.38, 0.12);(0.44, 0.12);-1
1;G_92;(0.38, 0.25);(0.44, 0.25);(0.38, 0.19);(0.44, 0.19);-1
1;G_93;(0.38, 0.31);(0.44, 0.31);(0.38, 0.25);(0.44, 0.25);-1
1;G_94;(0.38, 0.38);(0.44, 0.38);(0.38, 0.31);(0.44, 0.31);-1
1;G_95;(0.38, 0.44);(0.44, 0.44);(0.38, 0.38);(0.44, 0.38);-1
1;G_96;(0.38, 0.5);(0.44, 0.5);(0.38, 0.44);(0.44, 0.44);-1
1;G_97;(0.38, 0.56);(0.44, 0.56);(0.38, 0.5);(0.44, 0.5);-1
1;G_98;(0.44, 0.06);(0.5, 0.06);(0.44, 0.0);(0.5, 0.0);-1
1;G_99;(0.44, 0.12);(0.5, 0.12);(0.44, 0.06);(0.5, 0.06);-1
1;G_100;(0.44, 0.19);(0.5, 0.19);(0.44, 0.12);(0.5, 0.12);-1
1;G_101;(0.44, 0.25);(0.5, 0.25);(0.44, 0.19);(0.5, 0.19);-1
1;G_102;(0.44, 0.31);(0.5, 0.31);(0.44, 0.25);(0.5, 0.25);-1
1;G_103;(0.44, 0.38);(0.5, 0.38);(0.44, 0.31);(0.5, 0.31);-1
1;G_104;(0.44, 0.44);(0.5, 0.44);(0.44, 0.38);(0.5, 0.38);-1
1;G_105;(0.44, 0.5);(0.5, 0.5);(0.44, 0.44);(0.5, 0.44);-1
1;G_106;(0.44, 0.56);(0.5, 0.56);(0.44, 0.5);(0.5, 0.5);-1
1;G_107;(0.5, 0.06);(0.56, 0.06);(0.5, 0.0);(0.56, 0.0);-1
1;G_108;(0.5, 0.12);(0.56, 0.12);(0.5, 0.06);(0.56, 0.06);-1
1;G_109;(0.5, 0.19);(0.56, 0.19);(0.5, 0.12);(0.56, 0.12);-1
1;G_110;(0.5, 0.25);(0.56, 0.25);(0.5, 0.19);(0.56, 0.19);-1
1;G_111;(0.5, 0.31);(0.56, 0.31);(0.5, 0.25);(0.56, 0.25);-1
1;G_112;(0.5, 0.38);(0.56, 0.38);(0.5, 0.31);(0.56, 0.31);-1
1;G_113;(0.5, 0.44);(0.56, 0.44);(0.5, 0.38);(0.56, 0.38);-1
1;G_114;(0.5, 0.5);(0.56, 0.5);(0.5, 0.44);(0.56, 0.44);-1
1;G_115;(0.5, 0.56);(0.56, 0.56);(0.5, 0.5);(0.56, 0.5);-1
1;G_116;(0.56, 0.06);(0.62, 0.06);(0.56, 0.0);(0.62, 0.0);-1
1;G_117;(0.56, 0.12);(0.62, 0.12);(0.56, 0.06);(0.62, 0.06);-1
1;G_118;(0.56, 0.19);(0.62, 0.19);(0.56, 0.12);(0.62, 0.12);-1
1;G_119;(0.56, 0.25);(0.62, 0.25);(0.56, 0.19);(0.62, 0.19);-1
1;G_120;(0.56, 0.31);(0.62, 0.31);(0.56, 0.25);(0.62, 0.25);-1
1;G_121;(0.56, 0.38);(0.62, 0.38);(0.56, 0.31);(0.62, 0.31);-1
1;G_122;(0.56, 0.44);(0.62, 0.44);(0.56, 0.38);(0.62, 0.38);-1
1;G_123;(0.56, 0.5);(0.62, 0.5);(0.56, 0.44);(0.62, 0.44);-1
1;G_124;(0.56, 0.56);(0.62, 0.56);(0.56, 0.5);(0.62, 0.5);-1
1;G_125;(0.62, 0.06);(0.69, 0.06);(0.62, 0.0);(0.69, 0.0);-1
1;G_126;(0.62, 0.12);(0.69, 0.12);(0.62, 0.06);(0.69, 0.06);-1
1;G_127;(0.62, 0.19);(0.69, 0.19);(0.62, 0.12);(0.69, 0.12);-1
1;G_128;(0.62, 0.25);(0.69, 0.25);(0.62, 0.19);(0.69, 0.19);-1
1;G_129;(0.62, 0.31);(0.69, 0.31);(0.62, 0.25);(0.69, 0.25);-1
1;G_130;(0.62, 0.38);(0.69, 0.38);(0.62, 0.31);(0.69, 0.31);-1
1;G_131;(0.62, 0.44);(0.69, 0.44);(0.62, 0.38);(0.69, 0.38);-1
1;G_132;(0.62, 0.5);(0.69, 0.5);(0.62, 0.44);(0.69, 0.44);-1
1;G_133;(0.62, 0.56);(0.69, 0.56);(0.62, 0.5);(0.69, 0.5);-1
1;G_134;(0.69, 0.06);(0.75, 0.06);(0.69, 0.0);(0.75, 0.0);-1
1;G_135;(0.69, 0.12);(0.75, 0.12);(0.69, 0.06);(0.75, 0.06);-1
1;G_136;(0.69, 0.19);(0.75, 0.19);(0.69, 0.12);(0.75, 0.12);-1
1;G_137;(0.69, 0.25);(0.75, 0.25);(0.69, 0.19);(0.75, 0.19);-1
1;G_138;(0.69, 0.31);(0.75, 0.31);(0.69, 0.25);(0.75, 0.25);-1
1;G_139;(0.69, 0.38);(0.75, 0.38);(0.69, 0.31);(0.75, 0.31);-1
1;G_140;(0.69, 0.44);(0.75, 0.44);(0.69, 0.38);(0.75, 0.38);-1
1;G_141;(0.69, 0.5);(0.75, 0.5);(0.69, 0.44);(0.75, 0.44);-1
1;G_142;(0.69, 0.56);(0.75, 0.56);(0.69, 0.5);(0.75, 0.5);-1
1;G_143;(0.69, 0.62);(0.75, 0.62);(0.69, 0.56);(0.75, 0.56);-1
1;G_144;(0.69, 0.69);(0.75, 0.69);(0.69, 0.62);(0.75, 0.62);-1
1;G_145;(0.69, 0.75);(0.75, 0.75);(0.69, 0.69);(0.75, 0.69);-1
1;G_146;(0.69, 0.81);(0.75, 0.81);(0.69, 0.75);(0.75, 0.75);-1
1;G_147;(0.69, 0.88);(0.75, 0.88);(0.69, 0.81);(0.75, 0.81);-1
1;G_148;(0.69, 0.94);(0.75, 0.94);(0.69, 0.88);(0.75, 0.88);-1
1;G_149;(0.69, 1.0);(0.75, 1.0);(0.69, 0.94);(0.75, 0.94);-1
1;G_150;(0.75, 0.06);(0.81, 0.06);(0.75, 0.0);(0.81, 0.0);-1
1;G_151;(0.75, 0.12);(0.81, 0.12);(0.75, 0.06);(0.81, 0.06);-1
1;G_152;(0.75, 0.19);(0.81, 0.19);(0.75, 0.12);(0.81, 0.12);-1
1;G_153;(0.75, 0.25);(0.81, 0.25);(0.75, 0.19);(0.81, 0.19);-1
1;G_154;(0.75, 0.31);(0.81, 0.31);(0.75, 0.25);(0.81, 0.25);-1
1;G_155;(0.75, 0.38);(0.81, 0.38);(0.75, 0.31);(0.81, 0.31);-1
1;G_156;(0.75, 0.44);(0.81, 0.44);(0.75, 0.38);(0.81, 0.38);-1
1;G_157;(0.75, 0.5);(0.81, 0.5);(0.75, 0.44);(0.81, 0.44);-1
1;G_158;(0.75, 0.56);(0.81, 0.56);(0.75, 0.5);(0.81, 0.5);-1
1;G_159;(0.75, 0.62);(0.81, 0.62);(0.75, 0.56);(0.81, 0.56);-1
1;G_160;(0.75, 0.69);(0.81, 0.69);(0.75, 0.62);(0.81, 0.62);-1
1;G_161;(0.75, 0.75);(0.81, 0.75);(0.75, 0.69);(0.81, 0.69);-1
1;G_162;(0.75, 0.81);(0.81, 0.81);(0.75, 0.75);(0.81, 0.75);-1
1;G_163;(0.75, 0.88);(0.81, 0.88);(0.75, 0.81);(0.81, 0.81);-1
1;G_164;(0.75, 0.94);(0.81, 0.94);(0.75, 0.88);(0.81, 0.88);-1
1;G_165;(0.75, 1.0);(0.81, 1.0);(0.75, 0.94);(0.81, 0.94);-1
1;G_166;(0.81, 0.06);(0.88, 0.06);(0.81, 0.0);(0.88, 0.0);-1
1;G_167;(0.81, 0.12);(0.88, 0.12);(0.81, 0.06);(0.88, 0.06);-1
1;G_168;(0.81, 0.19);(0.88, 0.19);(0.81, 0.12);(0.88, 0.12);-1
1;G_169;(0.81, 0.25);(0.88, 0.25);(0.81, 0.19);(0.88, 0.19);-1
1;G_170;(0.81, 0.31);(0.88, 0.31);(0.81, 0.25);(0.88, 0.25);-1
1;G_171;(0.81, 0.38);(0.88, 0.38);(0.81, 0.31);(0.88, 0.31);-1
1;G_172;(0.81, 0.44);(0.88, 0.44);(0.81, 0.38);(0.88, 0.38);-1
1;G_173;(0.81, 0.5);(0.88, 0.5);(0.81, 0.44);(0.88, 0.44);-1
1;G_174;(0.81, 0.56);(0.88, 0.56);(0.81, 0.5);(0.88, 0.5);-1
1;G_175;(0.81, 0.62);(0.88, 0.62);(0.81, 0.56);(0.88, 0.56);-1
1;G_176;(0.81, 0.69);(0.88, 0.69);(0.81, 0.62);(0.88, 0.62);-1
1;G_177;(0.81, 0.75);(0.88, 0.75);(0.81, 0.69);(0.88, 0.69);-1
1;G_178;(0.81, 0.81);(0.88, 0.81);(0.81, 0.75);(0.88, 0.75);-1
1;G_179;(0.81, 0.88);(0.88, 0.88);(0.81, 0.81);(0.88, 0.81);-1
1;G_180;(0.81, 0.94);(0.88, 0.94);(0.81, 0.88);(0.88, 0.88);-1
1;G_181;(0.81, 1.0);(0.88, 1.0);(0.81, 0.94);(0.88, 0.94);-1
1;G_182;(0.88, 0.06);(0.94, 0.06);(0.88, 0.0);(0.94, 0.0);-1
1;G_183;(0.88, 0.12);(0.94, 0.12);(0.88, 0.06);(0.94, 0.06);-1
1;G_184;(0.88, 0.19);(0.94, 0.19);(0.88, 0.12);(0.94, 0.12);-1
1;G_185;(0.88, 0.25);(0.94, 0.25);(0.88, 0.19);(0.94, 0.19);-1
1;G_186;(0.88, 0.31);(0.94, 0.31);(0.88, 0.25);(0.94, 0.25);-1
1;G_187;(0.88, 0.38);(0.94, 0.38);(0.88, 0.31);(0.94, 0.31);-1
1;G_188;(0.88, 0.44);(0.94, 0.44);(0.88, 0.38);(0.94, 0.38);-1
1;G_189;(0.88, 0.5);(0.94, 0.5);(0.88, 0.44);(0.94, 0.44);-1
1;G_190;(0.88, 0.56);(0.94, 0.56);(0.88, 0.5);(0.94, 0.5);-1
1;G_191;(0.88, 0.62);(0.94, 0.62);(0.88, 0.56);(0.94, 0.56);-1
1;G_192;(0.88, 0.69);(0.94, 0.69);(0.88, 0.62);(0.94, 0.62);-1
1;G_193;(0.88, 0.75);(0.94, 0.75);(0.88, 0.69);(0.94, 0.69);-1
1;G_194;(0.88, 0.81);(0.94, 0.81);(0.88, 0.75);(0.94, 0.75);-1
1;G_195;(0.88, 0.88);(0.94, 0.88);(0.88, 0.81);(0.94, 0.81);-1
1;G_196;(0.88, 0.94);(0.94, 0.94);(0.88, 0.88);(0.94, 0.88);-1
1;G_197;(0.88, 1.0);(0.94, 1.0);(0.88, 0.94);(0.94, 0.94);-1
1;G_198;(0.94, 0.06);(1.0, 0.06);(0.94, 0.0);(1.0, 0.0);-1
1;G_199;(0.94, 0.12);(1.0, 0.12);(0.94, 0.06);(1.0, 0.06);-1
1;G_200;(0.94, 0.19);(1.0, 0.19);(0.94, 0.12);(1.0, 0.12);-1
1;G_201;(0.94, 0.25);(1.0, 0.25);(0.94, 0.19);(1.0, 0.19);-1
1;G_202;(0.94, 0.31);(1.0, 0.31);(0.94, 0.25);(1.0, 0.25);-1
1;G_203;(0.94, 0.38);(1.0, 0.38);(0.94, 0.31);(1.0, 0.31);-1
1;G_204;(0.94, 0.44);(1.0, 0.44);(0.94, 0.38);(1.0, 0.38);-1
1;G_205;(0.94, 0.5);(1.0, 0.5);(0.94, 0.44);(1.0, 0.44);-1
1;G_206;(0.94, 0.56);(1.0, 0.56);(0.94, 0.5);(1.0, 0.5);-1
1;G_207;(0.94, 0.62);(1.0, 0.62);(0.94, 0.56);(1.0, 0.56);-1
1;G_208;(0.94, 0.69);(1.0, 0.69);(0.94, 0.62);(1.0, 0.62);-1
1;G_209;(0.94, 0.75);(1.0, 0.75);(0.94, 0.69);(1.0, 0.69);-1
1;G_210;(0.94, 0.81);(1.0, 0.81);(0.94, 0.75);(1.0, 0.75);-1
1;G_211;(0.94, 0.88);(1.0, 0.88);(0.94, 0.81);(1.0, 0.81);-1
1;G_212;(0.94, 0.94);(1.0, 0.94);(0.94, 0.88);(1.0, 0.88);-1
1;G_213;(0.94, 1.0);(1.0, 1.0);(0.94, 0.94);(1.0, 0.94);-1
